client_id,calls_6_month,logons_6_month,Variation
7625765,0.0,3.0,Control
5206871,1.0,4.0,Test
3917048,5.0,8.0,Test
4754836,0.0,3.0,Control
7942731,2.0,5.0,Test
7624856,6.0,9.0,Test
6544132,6.0,9.0,Test
3520993,2.0,5.0,Control
8616361,5.0,8.0,Test
5159936,2.0,5.0,Control
995004,1.0,4.0,Test
1496831,1.0,4.0,Test
6427675,6.0,9.0,Test
303551,1.0,4.0,Test
1348378,5.0,8.0,Control
7875647,0.0,3.0,Control
5162378,0.0,3.0,Control
2170311,6.0,9.0,Control
5708846,6.0,9.0,Test
6708869,0.0,3.0,Test
8087904,4.0,7.0,Control
2934436,1.0,4.0,Test
9812643,0.0,3.0,Test
7814322,1.0,4.0,Test
7424578,3.0,6.0,Test
4450022,5.0,8.0,Control
2668666,6.0,9.0,Test
7990323,6.0,9.0,Test
6428137,6.0,9.0,Control
6196184,4.0,7.0,Control
2618987,1.0,4.0,Test
4296522,4.0,7.0,Control
3012729,3.0,7.0,Test
1600479,6.0,9.0,Test
7130959,1.0,4.0,Control
8587005,6.0,9.0,Control
6416128,2.0,5.0,Test
2359280,3.0,6.0,Test
3313315,6.0,9.0,Test
2048431,0.0,3.0,Test
7783232,1.0,4.0,Control
552720,0.0,3.0,Test
4330533,5.0,8.0,Control
2057700,1.0,4.0,Test
6313049,4.0,7.0,Control
2352309,6.0,9.0,Test
8472375,6.0,9.0,Test
5787300,5.0,8.0,Control
2055063,6.0,9.0,Control
62498,0.0,3.0,Control
2947302,5.0,8.0,Control
6625506,4.0,7.0,Test
8645179,1.0,4.0,Control
3537871,3.0,6.0,Test
608170,5.0,8.0,Test
1953269,4.0,7.0,Control
6351281,2.0,5.0,Control
1507359,6.0,9.0,Control
3864344,1.0,4.0,Test
9865615,2.0,5.0,Control
2666016,0.0,3.0,Control
2188938,0.0,3.0,Control
3496236,1.0,4.0,Test
8366788,0.0,3.0,Test
9424618,1.0,4.0,Control
3710054,6.0,9.0,Control
2146904,6.0,9.0,Test
1327174,6.0,9.0,Control
8740874,5.0,8.0,Control
1978274,4.0,7.0,Test
4885417,0.0,3.0,Control
3875578,6.0,9.0,Test
4668200,5.0,8.0,Control
8514305,3.0,6.0,Control
2905481,5.0,8.0,Control
3831998,1.0,4.0,Test
6803423,4.0,7.0,Test
7753126,4.0,7.0,Test
978067,6.0,9.0,Test
1613278,2.0,5.0,Control
210667,1.0,4.0,Test
6997620,6.0,9.0,Control
3110566,0.0,3.0,Test
1172876,1.0,4.0,Test
6551583,2.0,5.0,Control
9691282,5.0,8.0,Control
4149922,0.0,3.0,Test
9680683,0.0,3.0,Test
9440795,0.0,3.0,Control
4376165,6.0,9.0,Test
6299017,3.0,6.0,Test
9035983,4.0,7.0,Control
9159730,0.0,3.0,Control
8437540,6.0,9.0,Test
4500704,2.0,5.0,Test
6947176,1.0,4.0,Test
9994115,4.0,7.0,Test
1154599,5.0,8.0,Control
7686034,6.0,9.0,Control
8530290,6.0,9.0,Control
6136264,3.0,6.0,Test
1810801,0.0,3.0,Test
3227559,6.0,9.0,Control
4275564,6.0,9.0,Test
7510649,2.0,5.0,Control
1609177,5.0,8.0,Test
5147250,1.0,4.0,Test
3329411,0.0,3.0,Test
3357999,6.0,9.0,Control
1114916,3.0,6.0,Control
9815086,5.0,8.0,Control
7077362,6.0,9.0,Control
3775841,6.0,9.0,Test
2065266,6.0,9.0,Test
6864556,2.0,5.0,Control
9015285,4.0,7.0,Control
4476550,5.0,8.0,Test
9625506,6.0,9.0,Control
8417937,6.0,9.0,Control
9132085,2.0,5.0,Test
808261,3.0,6.0,Test
6068217,5.0,8.0,Control
609258,4.0,7.0,Test
1709650,4.0,7.0,Control
3940300,1.0,4.0,Test
9128493,1.0,4.0,Control
9255891,6.0,9.0,Control
5834919,3.0,6.0,Control
7263819,2.0,5.0,Test
6454722,3.0,6.0,Control
7332645,5.0,8.0,Test
804701,4.0,7.0,Control
2985345,4.0,7.0,Test
5974761,0.0,3.0,Test
1904971,6.0,9.0,Test
6517751,6.0,9.0,Test
3967220,5.0,8.0,Test
2752022,3.0,6.0,Control
1055796,4.0,7.0,Control
9281938,0.0,3.0,Control
2586741,4.0,7.0,Control
4190386,6.0,9.0,Test
2759368,3.0,6.0,Control
9199823,5.0,8.0,Test
8118337,2.0,5.0,Control
7221280,4.0,7.0,Control
5908095,0.0,3.0,Control
7675093,1.0,4.0,Test
1971060,3.0,6.0,Control
5065659,2.0,5.0,Control
2493537,6.0,9.0,Test
7403333,3.0,6.0,Test
7748308,6.0,9.0,Test
2041724,6.0,9.0,Test
7387446,3.0,6.0,Test
3274765,2.0,5.0,Test
7672790,1.0,4.0,Test
3828068,1.0,4.0,Control
6693164,0.0,3.0,Control
9402618,6.0,9.0,Test
5165533,3.0,6.0,Test
6676535,3.0,6.0,Test
9725807,6.0,9.0,Test
4276350,6.0,9.0,Test
2060162,0.0,3.0,Test
2657876,6.0,9.0,Test
644419,5.0,8.0,Control
1234723,6.0,9.0,Control
7346292,3.0,6.0,Test
8586536,0.0,3.0,Test
736656,2.0,5.0,Test
1300925,1.0,4.0,Test
2898460,0.0,3.0,Test
7690999,2.0,5.0,Control
7974545,6.0,9.0,Control
9880785,3.0,6.0,Test
6776434,6.0,9.0,Control
7108897,5.0,8.0,Test
8999959,6.0,9.0,Control
3544620,2.0,5.0,Control
3307231,0.0,3.0,Test
7702688,5.0,8.0,Control
2440403,2.0,5.0,Test
4880958,2.0,5.0,Test
9699861,0.0,3.0,Test
1584574,3.0,6.0,Test
7328663,2.0,5.0,Control
3840361,2.0,5.0,Test
9439294,0.0,4.0,Test
9119484,1.0,4.0,Control
6122174,0.0,3.0,Control
105357,3.0,6.0,Control
4222979,2.0,5.0,Control
5900555,3.0,6.0,Test
9496081,5.0,8.0,Test
9458283,1.0,4.0,Test
6365541,2.0,5.0,Test
7514780,4.0,7.0,Test
1749003,6.0,9.0,Control
8450251,2.0,5.0,Control
5359950,4.0,7.0,Test
5205443,6.0,9.0,Control
6375441,0.0,3.0,Test
6777869,1.0,4.0,Control
5952641,6.0,9.0,Control
6643172,0.0,3.0,Control
3843341,3.0,7.0,Test
6639204,5.0,8.0,Control
5501969,3.0,6.0,Test
9745902,3.0,6.0,Control
8108589,2.0,5.0,Control
3083585,6.0,9.0,Test
780557,1.0,4.0,Test
6211184,1.0,4.0,Control
8865699,1.0,4.0,Control
4895515,0.0,3.0,Test
9615620,6.0,9.0,Control
2397739,3.0,6.0,Test
2544781,0.0,3.0,Control
5721058,2.0,5.0,Control
84976,6.0,9.0,Test
6706745,5.0,8.0,Test
1156058,6.0,9.0,Control
6711126,6.0,9.0,Control
7831354,4.0,7.0,Test
4767326,4.0,7.0,Test
1150052,5.0,8.0,Test
6241129,4.0,7.0,Test
5854138,6.0,9.0,Test
4999406,5.0,8.0,Control
7580525,3.0,6.0,Control
4740171,3.0,6.0,Test
8011858,6.0,9.0,Test
4363136,3.0,6.0,Test
7419662,1.0,4.0,Control
4083243,0.0,3.0,Test
1617112,1.0,4.0,Control
5924067,2.0,5.0,Test
3531774,4.0,7.0,Test
9894476,0.0,3.0,Control
5801673,2.0,5.0,Test
5271807,0.0,3.0,Test
6521093,6.0,9.0,Control
9390806,3.0,6.0,Control
2559250,5.0,8.0,Test
4690077,4.0,7.0,Test
1447181,6.0,9.0,Control
280950,3.0,6.0,Control
9518848,2.0,6.0,Control
2869244,1.0,4.0,Test
4543984,6.0,9.0,Test
4107185,6.0,9.0,Test
8537109,4.0,7.0,Test
3929171,5.0,8.0,Test
7699312,0.0,3.0,Control
4569442,5.0,8.0,Control
7024985,4.0,7.0,Control
1518018,1.0,4.0,Test
8240961,0.0,3.0,Control
7985605,6.0,9.0,Control
5884299,5.0,8.0,Test
1190062,2.0,5.0,Test
6808443,3.0,6.0,Test
413001,6.0,9.0,Control
2025761,2.0,5.0,Control
3923295,4.0,7.0,Test
2385832,1.0,4.0,Test
351690,6.0,9.0,Control
6396865,1.0,4.0,Control
4643495,2.0,5.0,Control
2049672,4.0,7.0,Control
8482912,0.0,3.0,Control
5231915,0.0,3.0,Test
1345582,6.0,9.0,Test
6364973,2.0,5.0,Control
7920056,0.0,3.0,Test
6514712,5.0,8.0,Control
9728181,6.0,9.0,Control
781162,2.0,5.0,Control
1580401,1.0,4.0,Test
275144,5.0,8.0,Test
5253326,6.0,9.0,Test
2663002,3.0,6.0,Control
9544479,6.0,9.0,Control
3653895,3.0,6.0,Test
960818,6.0,9.0,Control
6644477,6.0,9.0,Test
1456118,4.0,7.0,Control
3093212,6.0,9.0,Control
8228389,0.0,3.0,Control
2055307,2.0,5.0,Control
6664483,6.0,9.0,Control
5679450,4.0,7.0,Test
8384036,0.0,3.0,Test
5154371,3.0,6.0,Test
5910645,1.0,5.0,Control
3685056,2.0,5.0,Control
2123119,0.0,3.0,Test
8548561,2.0,5.0,Test
7736525,5.0,8.0,Control
7619272,2.0,5.0,Control
494576,4.0,7.0,Test
6093698,0.0,3.0,Control
8208678,5.0,8.0,Control
6718604,6.0,9.0,Control
2200120,2.0,5.0,Control
8111660,6.0,9.0,Control
2385262,2.0,5.0,Control
5414679,5.0,8.0,Test
5297031,1.0,4.0,Test
4070915,1.0,4.0,Test
849489,3.0,6.0,Test
7338686,2.0,5.0,Test
4162600,6.0,9.0,Control
8404592,6.0,9.0,Test
6817705,1.0,4.0,Test
1107033,5.0,8.0,Control
5396456,0.0,3.0,Test
5582954,0.0,5.0,Control
6255512,6.0,9.0,Test
3342816,2.0,5.0,Test
5814758,1.0,4.0,Test
9185377,6.0,9.0,Control
538291,4.0,7.0,Test
1838909,6.0,9.0,Control
925081,3.0,6.0,Test
1340255,0.0,3.0,Test
2793422,5.0,8.0,Test
7566862,1.0,4.0,Test
8940555,1.0,5.0,Control
9127183,3.0,6.0,Test
724800,0.0,3.0,Test
2086680,5.0,8.0,Control
2823751,2.0,5.0,Control
4998187,6.0,9.0,Test
1090770,2.0,5.0,Control
126171,2.0,5.0,Control
7131803,2.0,5.0,Test
6037374,0.0,3.0,Test
3242557,6.0,9.0,Control
5876035,1.0,4.0,Control
5816187,6.0,9.0,Control
9740421,5.0,8.0,Test
3184564,0.0,3.0,Control
2538686,3.0,6.0,Test
611632,6.0,9.0,Control
9206933,1.0,4.0,Control
2927088,3.0,6.0,Test
9099429,6.0,9.0,Test
6908111,4.0,7.0,Control
5749316,0.0,3.0,Control
553433,6.0,9.0,Control
8775961,0.0,3.0,Control
7635887,6.0,9.0,Test
8493240,1.0,4.0,Control
7387005,2.0,5.0,Test
6733674,1.0,4.0,Test
8938572,6.0,9.0,Control
7804662,2.0,5.0,Control
9212011,1.0,4.0,Control
6497609,6.0,9.0,Test
5253683,0.0,3.0,Control
1953574,2.0,5.0,Test
8729882,1.0,4.0,Control
2748394,2.0,5.0,Test
535673,2.0,5.0,Control
3931038,1.0,4.0,Test
8897853,5.0,8.0,Test
8158159,0.0,3.0,Test
8895108,4.0,7.0,Test
6972015,3.0,8.0,Control
6065730,5.0,8.0,Control
6539202,1.0,4.0,Control
1072044,6.0,9.0,Control
6324067,6.0,9.0,Control
8961589,6.0,9.0,Test
858742,0.0,3.0,Control
6989505,2.0,5.0,Test
9035803,1.0,4.0,Test
4537793,3.0,6.0,Test
1172623,4.0,7.0,Test
4007948,1.0,4.0,Test
9482164,1.0,4.0,Test
771778,1.0,4.0,Test
1565743,6.0,9.0,Control
3759800,5.0,8.0,Test
4533589,6.0,9.0,Test
1064690,6.0,9.0,Control
5135129,1.0,4.0,Test
4574516,6.0,9.0,Control
2846778,1.0,4.0,Test
8529641,0.0,3.0,Test
7240184,0.0,4.0,Test
9793791,6.0,9.0,Test
5840762,6.0,9.0,Test
4329260,1.0,4.0,Test
8927886,6.0,9.0,Test
2141244,6.0,9.0,Test
3302296,6.0,9.0,Test
6059000,1.0,4.0,Control
4312553,2.0,5.0,Test
4935419,6.0,9.0,Control
9116217,6.0,9.0,Test
4254265,5.0,8.0,Control
8250493,4.0,7.0,Control
5803184,0.0,3.0,Control
7845666,4.0,8.0,Control
8789984,5.0,8.0,Test
1340865,6.0,9.0,Test
7406300,0.0,3.0,Control
3797617,0.0,3.0,Test
8559109,0.0,3.0,Control
2801144,2.0,5.0,Test
599231,1.0,4.0,Test
6776051,5.0,8.0,Control
3687722,2.0,5.0,Control
9695299,6.0,9.0,Control
4716105,6.0,9.0,Test
5553285,0.0,3.0,Control
8529875,3.0,6.0,Test
6091610,4.0,7.0,Control
1758532,2.0,5.0,Test
3661362,3.0,6.0,Control
489500,5.0,8.0,Control
6613881,2.0,5.0,Control
9147938,3.0,6.0,Control
3117895,0.0,3.0,Test
611408,0.0,3.0,Test
9285226,5.0,8.0,Test
7915924,1.0,4.0,Control
9286770,3.0,7.0,Test
8810430,5.0,8.0,Control
6891999,0.0,3.0,Test
6373411,6.0,9.0,Test
4107723,0.0,3.0,Test
9269742,6.0,9.0,Test
3046631,3.0,6.0,Control
2107979,2.0,5.0,Control
3449981,2.0,5.0,Test
7832458,4.0,7.0,Test
520530,1.0,4.0,Test
5416331,4.0,7.0,Test
1046276,0.0,4.0,Control
8517752,6.0,9.0,Test
8774305,0.0,3.0,Test
1795072,3.0,6.0,Control
9220903,3.0,6.0,Test
6484535,4.0,7.0,Test
72916,1.0,4.0,Test
7735906,6.0,9.0,Test
6876179,3.0,6.0,Test
4650330,3.0,6.0,Test
9379942,2.0,8.0,Control
946169,4.0,7.0,Control
9968985,3.0,6.0,Test
7620412,1.0,4.0,Control
3787912,3.0,6.0,Control
5687944,2.0,5.0,Test
7634108,2.0,5.0,Test
1834481,3.0,6.0,Test
3230695,3.0,6.0,Control
3097245,6.0,9.0,Control
8620971,0.0,3.0,Test
4012869,5.0,8.0,Control
603457,6.0,9.0,Control
3193267,4.0,7.0,Control
8108273,1.0,4.0,Control
8693441,0.0,4.0,Test
2161378,4.0,7.0,Control
7438919,4.0,7.0,Test
5690574,2.0,5.0,Control
5602361,4.0,7.0,Test
620094,2.0,5.0,Test
2653428,5.0,8.0,Test
7982693,6.0,9.0,Test
7003302,5.0,8.0,Test
1932668,0.0,3.0,Control
587200,6.0,9.0,Control
2418775,0.0,3.0,Test
8182003,3.0,6.0,Test
5571908,1.0,4.0,Control
7663095,0.0,3.0,Control
2624588,4.0,7.0,Test
9285954,2.0,5.0,Control
5241065,6.0,9.0,Test
4838415,5.0,8.0,Control
9944129,0.0,3.0,Test
8962405,6.0,9.0,Test
4586815,6.0,9.0,Control
1646013,2.0,5.0,Control
6777171,3.0,6.0,Control
3295995,3.0,6.0,Control
9861045,6.0,9.0,Test
6462575,6.0,9.0,Control
270013,1.0,4.0,Test
421287,2.0,5.0,Control
2706793,0.0,3.0,Test
8176430,1.0,5.0,Test
4583892,3.0,7.0,Test
7654274,6.0,9.0,Control
5771832,2.0,5.0,Control
801443,4.0,7.0,Test
2452877,3.0,6.0,Test
5882646,0.0,3.0,Test
9902918,6.0,9.0,Test
784901,1.0,4.0,Test
3071126,3.0,6.0,Test
4413573,1.0,5.0,Control
2773934,1.0,4.0,Control
3527712,1.0,4.0,Test
1400056,0.0,3.0,Control
6997112,5.0,8.0,Control
5237394,3.0,6.0,Control
5977300,1.0,5.0,Test
170896,4.0,7.0,Control
2482954,6.0,9.0,Test
9327761,4.0,7.0,Test
7002158,3.0,6.0,Test
5145108,3.0,6.0,Control
8000731,3.0,6.0,Test
7736245,2.0,5.0,Test
4147941,6.0,9.0,Control
5103176,6.0,9.0,Control
8406430,4.0,8.0,Test
8599504,3.0,6.0,Test
5733366,4.0,7.0,Test
1155518,1.0,4.0,Control
5882123,1.0,4.0,Test
3604421,2.0,5.0,Control
300527,3.0,6.0,Test
1870004,3.0,7.0,Test
8497008,4.0,7.0,Test
7966136,3.0,6.0,Control
2634860,2.0,5.0,Test
8043295,2.0,5.0,Control
5267769,1.0,4.0,Control
1399639,4.0,8.0,Test
9764688,6.0,9.0,Test
2244761,6.0,9.0,Test
697632,4.0,7.0,Test
3575737,2.0,5.0,Control
6436052,3.0,6.0,Control
7030246,1.0,4.0,Test
5665758,6.0,9.0,Control
2110855,1.0,4.0,Test
8763376,1.0,4.0,Test
8404665,3.0,6.0,Test
2197515,4.0,7.0,Test
8109588,5.0,8.0,Control
8035158,3.0,6.0,Control
4139631,2.0,5.0,Control
8255655,3.0,6.0,Test
7250841,0.0,3.0,Test
2281108,3.0,6.0,Control
961681,6.0,9.0,Test
525348,2.0,5.0,Control
9647951,0.0,3.0,Test
7361202,6.0,9.0,Test
8870404,6.0,9.0,Control
5744987,0.0,3.0,Test
5243201,1.0,5.0,Control
2481306,3.0,6.0,Test
8290113,2.0,5.0,Test
6219579,0.0,3.0,Test
9985926,3.0,6.0,Control
3734746,6.0,9.0,Test
8413895,2.0,5.0,Control
6514711,2.0,5.0,Control
6309838,3.0,6.0,Test
620503,0.0,3.0,Test
1545778,4.0,7.0,Control
4971662,6.0,9.0,Control
6279335,3.0,6.0,Test
9265934,0.0,3.0,Control
7780499,3.0,6.0,Control
7277156,1.0,4.0,Control
6576498,2.0,5.0,Test
5853478,6.0,9.0,Test
7999292,4.0,7.0,Test
5885503,2.0,5.0,Test
2671678,3.0,6.0,Control
6576742,3.0,6.0,Test
6629347,6.0,9.0,Control
6670096,6.0,9.0,Control
226234,6.0,9.0,Control
5813942,4.0,7.0,Test
2809450,6.0,9.0,Test
9931960,6.0,9.0,Control
6328234,6.0,9.0,Test
39566,3.0,6.0,Test
7065902,3.0,6.0,Test
3025507,4.0,7.0,Control
7977396,1.0,4.0,Test
7481357,6.0,9.0,Control
8843041,0.0,3.0,Control
1423566,6.0,9.0,Test
1752228,6.0,9.0,Control
1062544,2.0,5.0,Test
395960,5.0,8.0,Test
7043979,6.0,9.0,Control
7812509,2.0,5.0,Control
8424645,6.0,9.0,Control
768105,1.0,4.0,Test
2253299,0.0,3.0,Test
537200,5.0,8.0,Test
3408953,6.0,9.0,Test
414149,0.0,3.0,Test
579500,4.0,7.0,Test
3623679,2.0,5.0,Control
4598396,6.0,9.0,Control
1697143,1.0,4.0,Test
7070096,2.0,5.0,Test
9892711,4.0,7.0,Control
8746688,2.0,6.0,Test
6335787,6.0,9.0,Test
3667184,6.0,9.0,Test
6314742,6.0,9.0,Test
7883658,2.0,5.0,Control
4104207,1.0,4.0,Test
8347580,2.0,5.0,Test
8471133,6.0,9.0,Test
4687047,4.0,7.0,Control
2853115,2.0,5.0,Control
15807,3.0,6.0,Test
7866354,3.0,6.0,Control
4170203,5.0,8.0,Control
6189129,6.0,9.0,Test
3181109,5.0,8.0,Test
1511907,6.0,9.0,Control
4074905,3.0,6.0,Control
8990384,0.0,4.0,Control
648612,1.0,4.0,Control
4620546,0.0,3.0,Test
5753951,0.0,3.0,Control
2852533,3.0,6.0,Test
244941,2.0,5.0,Test
386383,0.0,3.0,Test
6921532,0.0,3.0,Control
363428,1.0,4.0,Control
9105902,3.0,6.0,Control
6411786,5.0,8.0,Control
7724271,1.0,4.0,Test
9001291,6.0,9.0,Control
1041695,0.0,3.0,Test
340947,2.0,5.0,Test
8634430,2.0,5.0,Test
4213972,2.0,5.0,Test
8380519,6.0,9.0,Control
7189412,0.0,3.0,Control
4105118,3.0,6.0,Test
6718109,1.0,4.0,Test
5418992,1.0,4.0,Control
7066840,1.0,4.0,Control
3520805,4.0,7.0,Control
6219218,2.0,5.0,Control
4931650,0.0,3.0,Control
3900521,2.0,5.0,Control
3631101,0.0,4.0,Control
4827135,6.0,9.0,Control
9852362,2.0,5.0,Test
9206652,0.0,3.0,Test
819730,3.0,6.0,Control
5328130,0.0,3.0,Test
1862858,6.0,9.0,Test
7146910,6.0,9.0,Test
803233,3.0,6.0,Test
6737681,2.0,5.0,Control
8268645,1.0,4.0,Control
7407868,3.0,6.0,Control
8918473,1.0,4.0,Test
5815864,6.0,9.0,Test
8551738,1.0,4.0,Control
7282833,6.0,9.0,Control
5427647,2.0,5.0,Control
9154808,3.0,6.0,Control
5732460,6.0,9.0,Test
2426670,0.0,3.0,Test
7016269,1.0,4.0,Test
7063896,0.0,3.0,Control
6696830,4.0,7.0,Test
3203669,4.0,7.0,Test
1881766,6.0,9.0,Test
7549559,1.0,4.0,Control
3790873,5.0,8.0,Control
7700346,1.0,4.0,Control
6722816,5.0,8.0,Control
9092574,1.0,5.0,Control
3081313,2.0,5.0,Control
9535940,4.0,7.0,Test
667217,3.0,6.0,Control
3721028,0.0,3.0,Control
9798901,6.0,9.0,Test
7842994,2.0,5.0,Test
550972,2.0,5.0,Control
5161383,0.0,3.0,Test
709439,4.0,7.0,Control
9881287,4.0,7.0,Control
9758002,1.0,4.0,Control
2124271,6.0,9.0,Test
9356954,4.0,7.0,Control
1006981,3.0,6.0,Control
7881522,5.0,8.0,Control
3672044,1.0,4.0,Test
2892201,1.0,4.0,Control
6846221,6.0,9.0,Test
6608434,6.0,9.0,Test
6814823,6.0,9.0,Test
6460298,1.0,4.0,Test
8922549,6.0,9.0,Control
953053,0.0,3.0,Test
4385896,3.0,7.0,Control
8238658,6.0,9.0,Control
985546,6.0,9.0,Control
6172425,3.0,6.0,Control
7525098,4.0,7.0,Test
1562630,6.0,9.0,Control
4477890,0.0,3.0,Test
1025703,3.0,6.0,Test
9480602,5.0,8.0,Test
9273581,5.0,8.0,Control
8694252,2.0,5.0,Control
4319645,3.0,6.0,Test
4384973,6.0,9.0,Test
8164635,3.0,6.0,Test
83158,0.0,3.0,Control
9311990,3.0,6.0,Test
1141272,5.0,8.0,Control
5539171,0.0,3.0,Control
1917199,0.0,3.0,Control
389384,0.0,3.0,Test
7884677,6.0,9.0,Test
4542144,6.0,9.0,Control
2430937,0.0,3.0,Test
8540710,2.0,5.0,Test
3404053,1.0,4.0,Control
6784404,0.0,3.0,Control
992452,6.0,9.0,Test
3198805,5.0,8.0,Control
546158,5.0,8.0,Test
1444258,6.0,9.0,Test
9127287,0.0,3.0,Control
7804859,2.0,5.0,Test
235037,2.0,5.0,Test
9429653,1.0,6.0,Test
303497,1.0,4.0,Test
1642325,1.0,4.0,Test
1472853,2.0,5.0,Control
7916435,0.0,3.0,Test
4846242,6.0,9.0,Control
5297091,0.0,3.0,Test
1174056,6.0,9.0,Test
7812894,5.0,8.0,Control
1348365,1.0,4.0,Test
4237903,3.0,6.0,Test
7967944,0.0,3.0,Test
3751948,2.0,5.0,Control
7698347,1.0,4.0,Control
4302356,4.0,7.0,Test
7409331,1.0,4.0,Test
5508888,3.0,6.0,Test
9224081,2.0,5.0,Control
9464747,3.0,6.0,Test
8281933,6.0,9.0,Control
665645,0.0,4.0,Test
1104795,0.0,3.0,Control
3228212,4.0,7.0,Test
680405,0.0,3.0,Test
3300186,5.0,8.0,Control
1317607,5.0,8.0,Test
4434024,4.0,7.0,Test
1492595,0.0,3.0,Test
1271991,0.0,4.0,Control
1433776,0.0,3.0,Control
8150905,0.0,3.0,Test
9844338,0.0,3.0,Control
2372658,4.0,7.0,Control
7812240,4.0,7.0,Test
2884350,6.0,9.0,Control
9612048,0.0,3.0,Control
7240096,6.0,9.0,Test
620269,5.0,8.0,Control
733449,3.0,6.0,Test
4984883,0.0,3.0,Test
5454195,4.0,7.0,Control
9358626,6.0,9.0,Control
54291,2.0,5.0,Control
9461535,6.0,9.0,Control
8042531,4.0,7.0,Control
1147875,2.0,5.0,Control
7938516,2.0,5.0,Test
8883596,4.0,7.0,Test
6313228,0.0,3.0,Test
6366590,3.0,6.0,Control
7827311,3.0,6.0,Control
3919516,6.0,9.0,Test
6615698,2.0,5.0,Test
1647585,3.0,6.0,Control
6692452,2.0,5.0,Test
6153026,6.0,9.0,Control
9764702,0.0,3.0,Test
5907969,2.0,5.0,Control
520592,3.0,6.0,Test
157209,0.0,3.0,Test
9744267,5.0,8.0,Test
4010670,5.0,8.0,Test
9838634,5.0,8.0,Control
7232812,1.0,4.0,Test
7032521,0.0,4.0,Test
1529647,1.0,4.0,Test
5632368,6.0,9.0,Control
7313084,2.0,5.0,Test
1526574,0.0,3.0,Control
4419177,0.0,3.0,Control
4231415,0.0,3.0,Test
1291022,6.0,9.0,Control
1102283,3.0,6.0,Test
3599890,0.0,3.0,Test
7422021,3.0,6.0,Test
8778070,1.0,4.0,Control
4025195,6.0,9.0,Control
5959352,0.0,3.0,Control
5275276,6.0,9.0,Test
9629572,6.0,9.0,Control
1660648,1.0,4.0,Control
5216796,6.0,9.0,Test
6348972,3.0,6.0,Test
2487224,6.0,9.0,Control
8198121,6.0,9.0,Test
8920170,4.0,7.0,Test
9912415,5.0,8.0,Test
2473975,5.0,8.0,Control
2503742,0.0,7.0,Test
4006955,5.0,8.0,Test
8073745,2.0,5.0,Test
3970184,0.0,3.0,Control
3834428,6.0,9.0,Control
6170194,5.0,8.0,Test
1768737,0.0,3.0,Control
3229214,3.0,6.0,Test
1289169,2.0,5.0,Test
5426051,5.0,8.0,Test
6391543,6.0,9.0,Test
392725,4.0,7.0,Test
7968592,6.0,9.0,Test
4045265,6.0,9.0,Control
9409908,1.0,6.0,Control
836990,0.0,3.0,Test
5946478,2.0,5.0,Control
7890472,3.0,6.0,Test
2081914,6.0,9.0,Test
6822514,3.0,6.0,Control
9919765,3.0,6.0,Test
1100496,2.0,5.0,Control
1538765,6.0,9.0,Test
4025570,5.0,8.0,Test
2950030,6.0,9.0,Control
1096870,0.0,3.0,Control
2316975,1.0,4.0,Test
541015,2.0,5.0,Test
2898903,6.0,9.0,Control
6220778,4.0,7.0,Control
5700880,2.0,5.0,Test
8340333,6.0,9.0,Control
1682826,4.0,8.0,Control
1966484,0.0,3.0,Control
2710557,2.0,5.0,Test
9600752,2.0,5.0,Control
7033293,2.0,5.0,Control
1610849,6.0,9.0,Test
9026696,2.0,5.0,Control
892234,2.0,5.0,Control
9557849,5.0,8.0,Test
4783870,1.0,4.0,Test
5986716,5.0,8.0,Control
5479150,1.0,4.0,Control
4517591,2.0,5.0,Control
2687251,1.0,4.0,Test
6974740,6.0,9.0,Control
4424945,4.0,7.0,Control
7233189,6.0,9.0,Test
2733173,6.0,9.0,Test
7191334,2.0,5.0,Test
4859799,6.0,9.0,Control
7602333,4.0,7.0,Control
2154960,3.0,6.0,Test
2021214,0.0,3.0,Control
9052716,6.0,9.0,Test
9964910,1.0,4.0,Test
1238919,0.0,3.0,Control
7827687,1.0,4.0,Control
8057419,5.0,8.0,Test
2337837,6.0,9.0,Test
1320603,5.0,8.0,Control
9906955,2.0,5.0,Control
8773892,3.0,6.0,Test
7404943,0.0,3.0,Control
3472080,5.0,8.0,Test
7867848,6.0,9.0,Test
4820914,2.0,5.0,Test
283734,1.0,4.0,Test
350524,5.0,8.0,Test
4839092,0.0,3.0,Test
4406423,6.0,9.0,Control
5435160,4.0,7.0,Control
3882806,3.0,6.0,Test
6273012,1.0,4.0,Test
6606171,1.0,4.0,Control
3761832,6.0,9.0,Test
8821351,2.0,5.0,Control
8694873,6.0,9.0,Test
7483773,6.0,9.0,Control
9873924,0.0,3.0,Test
8738973,4.0,7.0,Control
671383,5.0,8.0,Test
1106303,6.0,9.0,Test
5538179,3.0,6.0,Test
2367065,6.0,9.0,Control
8066998,2.0,5.0,Control
2501151,0.0,3.0,Test
8161973,5.0,8.0,Control
7633079,3.0,6.0,Control
730497,6.0,9.0,Control
9040013,2.0,5.0,Control
7677373,6.0,9.0,Control
7314900,6.0,9.0,Test
4809354,2.0,5.0,Test
7833991,4.0,8.0,Test
8102582,2.0,5.0,Test
389358,1.0,4.0,Test
9420690,4.0,7.0,Control
7223068,6.0,9.0,Test
1772744,2.0,5.0,Control
3826483,0.0,3.0,Control
1446719,2.0,5.0,Control
3756644,0.0,3.0,Control
8732751,2.0,5.0,Test
8703833,6.0,9.0,Control
3606933,2.0,5.0,Test
