client_id,seniority_per_years,age,gender,number_of_accounts,balance,Variation
338607,18.0,50.0,M,2.0,26563.48,Test
3014779,10.0,62.0,M,2.0,27485.46,Control
509746,35.0,35.5,M,2.0,1003322.88,Test
5022977,5.0,53.0,U,2.0,32394.09,Test
4865249,13.0,36.5,M,2.0,182389.31,Test
9542436,5.0,33.0,U,4.0,95660.21,Test
975772,7.0,60.0,U,2.0,32894.899999999994,Control
1332399,4.0,49.0,U,3.0,49048.49,Test
4442607,21.0,56.5,M,2.0,390687.72,Control
5520839,5.0,19.5,U,2.0,27977.25,Test
5171509,15.0,36.5,M,2.0,420911.97,Test
7931409,16.0,43.5,M,2.0,93793.51,Control
332101,16.0,36.5,M,2.0,50208.42999999999,Test
5828745,8.0,33.0,M,2.0,37187.48,Control
1120173,15.0,75.5,F,2.0,32706.5,Test
319971,15.0,74.5,M,2.0,544292.68,Control
4183213,15.0,65.0,F,2.0,45912.98,Control
3903635,5.0,56.0,U,2.0,58309.55,Test
6842495,7.0,41.0,U,2.0,32612.12,Test
6320252,5.0,52.5,U,3.0,226722.66,Test
4289078,5.0,24.0,U,2.0,31315.52,Control
2961467,14.0,49.0,F,3.0,116763.24,Control
6457073,12.0,71.0,M,2.0,55409.26,Control
4349736,7.0,35.0,U,2.0,75229.54999999999,Control
4549862,4.0,26.5,F,3.0,61441.77,Test
3273951,4.0,53.0,U,2.0,30239.81,Test
1250258,4.0,26.5,F,2.0,28550.12,Control
2406154,6.0,45.5,M,2.0,126594.98,Test
8427870,6.0,66.5,M,3.0,799711.29,Test
8422671,5.0,48.5,U,2.0,30488.0,Control
4066795,14.0,55.5,M,2.0,33820.06,Control
1704232,21.0,54.0,M,2.0,337736.8,Control
1218887,7.0,42.5,U,2.0,35257.57,Test
7108936,9.0,35.0,U,2.0,169871.93,Control
7963462,15.0,63.0,F,2.0,106726.18,Control
7347761,9.0,77.5,M,2.0,155969.46999999997,Test
1135081,28.0,68.5,M,3.0,101589.74,Control
2365020,8.0,31.5,U,2.0,79518.68,Test
6348982,5.0,31.5,F,4.0,68162.23,Test
6142585,5.0,50.5,U,2.0,48808.83,Control
5347642,4.0,17.5,U,2.0,25966.87,Control
5244179,6.0,39.0,M,2.0,96578.75,Control
7508773,12.0,47.5,F,2.0,406854.63,Test
4421155,5.0,48.0,U,2.0,47870.01,Test
273258,10.0,25.0,M,2.0,75089.57,Control
8042778,5.0,28.5,U,2.0,31402.88,Control
125273,15.0,60.0,F,2.0,396376.83,Control
3924482,5.0,28.0,U,3.0,55759.84,Control
9416332,13.0,63.0,F,2.0,110549.63,Test
995889,22.0,63.5,F,3.0,126799.12,Test
3841270,19.0,48.5,M,3.0,267436.78,Control
7656799,18.0,39.5,F,4.0,586174.9800000001,Control
1274396,18.0,49.0,U,2.0,46541.67,Test
5284897,30.0,53.5,M,3.0,600069.9,Control
6985236,8.0,31.5,U,3.0,84761.03,Control
1566447,25.0,80.0,F,2.0,52853.57,Control
8211474,3.0,56.0,U,2.0,110996.88,Test
5278439,7.0,29.5,U,2.0,119458.28,Test
399211,21.0,39.0,M,3.0,522684.3,Test
73335,12.0,37.0,M,2.0,68041.32,Control
5995947,15.0,39.5,F,2.0,37658.59,Test
7159966,10.0,51.0,M,2.0,34086.38,Test
929509,5.0,61.0,F,2.0,41470.97,Control
2291896,13.0,33.0,M,2.0,59355.72,Test
9154169,4.0,29.0,U,2.0,29350.89,Control
4502479,7.0,54.0,U,3.0,114901.83,Control
459156,15.0,60.5,M,2.0,35711.52,Control
6546613,26.0,87.0,M,3.0,290119.3,Control
1009318,6.0,62.0,U,2.0,28779.41,Test
6799861,11.0,52.0,F,2.0,232669.75,Test
9233981,16.0,61.0,M,2.0,79408.89,Test
6061224,27.0,55.5,F,2.0,39178.86,Control
7354967,6.0,56.0,U,4.0,217587.33,Test
9164662,11.0,60.0,F,4.0,304481.24,Test
1713017,6.0,38.5,U,4.0,67313.9,Test
7957282,16.0,41.5,M,2.0,101360.36,Control
5357196,15.0,49.5,M,3.0,237822.72,Test
2658940,14.0,57.5,M,2.0,43241.6,Test
4622774,4.0,51.5,F,4.0,428119.79,Control
3760409,7.0,64.0,U,2.0,27043.18,Test
1338778,10.0,64.0,M,2.0,351834.2,Control
2952942,37.0,67.5,M,2.0,284518.87,Test
8971132,12.0,65.5,F,2.0,194751.91,Test
8286715,3.0,22.5,U,3.0,57130.19,Test
4514556,5.0,55.5,U,2.0,71774.91,Control
7019864,15.0,42.5,M,2.0,271975.43,Control
2555803,14.0,44.0,M,2.0,47753.17,Control
2616722,16.0,46.0,M,2.0,34275.42,Control
4950989,23.0,55.5,F,2.0,84443.0,Test
8509526,18.0,65.5,M,3.0,1308726.64,Control
7249843,15.0,66.5,M,5.0,419539.63,Control
7581994,6.0,30.5,U,2.0,50071.67999999999,Control
5345165,6.0,24.5,U,2.0,77551.91,Control
3882419,9.0,24.0,M,3.0,215920.43,Control
6534331,26.0,54.0,F,3.0,67894.41,Control
8716152,13.0,39.5,U,4.0,230838.57,Test
4975677,15.0,65.0,F,2.0,34466.84,Control
7167812,5.0,53.5,U,2.0,54134.92,Test
4536676,5.0,56.5,U,4.0,169318.93,Control
9417884,14.0,76.0,M,2.0,95344.79,Test
2811586,7.0,34.5,U,2.0,64551.87,Control
9666366,4.0,36.5,U,3.0,36042.57,Test
4906261,5.0,58.5,U,2.0,51339.3,Test
1468213,10.0,50.5,F,2.0,97444.6,Control
718239,10.0,34.5,M,2.0,29366.3,Test
9746855,6.0,68.5,U,2.0,1343116.2,Test
7378111,16.0,59.5,M,3.0,107080.81,Test
2465098,15.0,52.5,F,4.0,142206.99,Test
7105913,4.0,32.5,U,2.0,49581.82,Control
5373548,5.0,55.5,U,2.0,537756.9,Test
4670945,6.0,30.5,U,3.0,77183.82,Test
1922864,6.0,33.5,U,2.0,57613.14,Control
4959394,15.0,43.5,M,2.0,31004.66,Control
5907556,14.0,43.5,M,2.0,35608.03,Control
2288604,16.0,53.0,F,2.0,46689.2,Control
1015574,9.0,57.0,F,2.0,150833.9,Test
4690278,9.0,29.5,U,3.0,85180.65,Control
8713649,18.0,66.0,M,2.0,715997.51,Control
2668250,27.0,64.5,F,2.0,47019.15,Test
8618682,7.0,61.5,U,3.0,60409.02,Control
4886831,11.0,68.0,F,2.0,172187.25,Test
9727712,6.0,63.5,U,2.0,30899.1,Control
618178,13.0,26.5,M,2.0,43974.23,Test
1631553,5.0,30.5,U,2.0,39157.03,Test
3281696,8.0,53.5,F,2.0,257977.45,Test
2245788,21.0,92.5,M,2.0,129112.1,Test
8128914,10.0,58.0,M,2.0,33099.99,Test
7928204,14.0,52.5,F,2.0,27023.68,Control
2551318,12.0,63.0,F,2.0,472132.49,Control
750686,8.0,48.0,U,2.0,644217.25,Control
5971817,12.0,33.0,U,2.0,45062.1,Test
4833974,13.0,45.0,F,2.0,82856.92,Test
5585462,7.0,47.0,U,2.0,239754.25,Control
5729724,7.0,39.0,U,2.0,69021.39,Test
491746,16.0,35.5,M,2.0,41846.57,Test
8484217,13.0,61.0,M,2.0,78274.64,Control
300899,6.0,54.0,F,3.0,39729.2,Test
9151400,6.0,48.5,U,2.0,78189.39,Control
3024744,10.0,23.5,U,3.0,155561.89,Control
3061491,22.0,78.5,M,2.0,138355.71,Test
7702085,22.0,40.5,F,3.0,91164.2,Test
7962046,21.0,65.5,U,2.0,50816.03999999999,Test
5240787,20.0,43.0,M,3.0,54582.85,Control
8403697,36.0,72.5,F,2.0,33193.84,Test
7554625,7.0,35.5,U,2.0,40153.4,Test
7169259,19.0,51.0,M,2.0,90519.03,Control
6708593,5.0,34.5,U,2.0,54472.58,Test
626494,15.0,39.5,U,2.0,406855.41,Test
5502432,6.0,27.5,U,2.0,41256.99,Control
3887101,6.0,65.0,U,2.0,210326.98,Control
8221165,13.0,39.0,F,3.0,221172.98,Test
7385443,16.0,62.5,M,2.0,31644.97,Control
3987868,4.0,56.5,U,2.0,56230.31,Test
2296919,13.0,38.0,M,2.0,34283.45,Control
6997046,11.0,46.5,M,2.0,74386.79999999999,Test
1208281,7.0,47.5,U,2.0,73212.17,Test
6751304,11.0,73.0,M,2.0,59404.15,Test
7751464,9.0,54.0,F,2.0,80566.7,Test
2745495,7.0,54.5,U,2.0,195129.08,Test
5967592,5.0,62.0,M,3.0,468655.51,Control
6767899,15.0,51.5,M,4.0,361386.84,Control
3564176,8.0,56.0,F,2.0,107050.05,Control
1793341,13.0,58.5,M,2.0,328474.02,Control
7730310,16.0,44.0,F,2.0,33187.1,Control
4325863,5.0,45.5,U,2.0,66332.68,Test
8251936,4.0,46.0,U,2.0,93324.36,Test
4027432,17.0,53.0,F,2.0,490942.9,Control
5651761,7.0,50.5,M,2.0,495937.78,Test
2192505,15.0,40.5,F,3.0,43230.6,Control
6225990,6.0,19.0,M,3.0,62688.52,Control
2209532,12.0,28.5,F,3.0,162719.56,Test
4954539,8.0,31.5,U,2.0,86863.83,Test
2999886,13.0,46.5,M,2.0,111337.22,Control
5223892,14.0,55.5,F,3.0,86946.0,Control
2599050,5.0,19.5,U,2.0,35736.48,Test
2422256,8.0,71.5,U,2.0,32613.53,Control
7313519,10.0,53.5,M,2.0,406539.04,Test
9189325,5.0,57.0,F,2.0,176505.09000000003,Test
7038653,9.0,34.0,U,2.0,154615.41,Control
8341093,15.0,38.0,M,2.0,122018.41,Control
7078892,8.0,25.5,M,2.0,25578.13,Control
19832,14.0,63.5,F,2.0,97291.64,Control
7334040,5.0,68.5,U,2.0,63501.25,Test
308531,8.0,49.5,U,2.0,220988.76,Test
4165012,5.0,40.0,F,2.0,26437.89,Test
8226682,15.0,44.0,F,2.0,194169.41,Control
8012223,4.0,27.5,U,2.0,221698.36,Control
9954278,7.0,68.0,U,2.0,291289.65,Control
8318184,4.0,37.0,U,2.0,30659.66,Test
6786786,13.0,65.5,M,2.0,62179.11,Test
7551662,4.0,34.0,U,2.0,76409.72,Control
2832394,14.0,65.0,M,2.0,44392.42999999999,Control
4585186,12.0,48.5,F,2.0,142168.66999999998,Test
1710937,22.0,57.0,M,2.0,58861.11,Control
7442439,21.0,58.0,M,3.0,94623.64,Test
2662611,21.0,49.0,M,2.0,199497.39,Test
9690919,20.0,39.5,U,2.0,45070.67999999999,Control
697708,20.0,20.0,F,3.0,47633.28999999999,Control
7408572,20.0,55.0,U,3.0,60658.71,Control
3282769,22.0,66.0,F,2.0,151023.58000000002,Test
9020569,11.0,57.0,F,2.0,31099.2,Control
5671597,6.0,39.5,U,2.0,66691.88,Control
7388571,11.0,37.5,F,3.0,88285.66,Control
1732360,5.0,56.0,U,2.0,36474.98,Control
7208863,11.0,59.0,M,2.0,39927.3,Control
5896556,6.0,53.0,U,3.0,38052.12,Control
5373683,13.0,41.0,M,2.0,396256.68,Test
9348532,6.0,26.0,U,3.0,52888.05,Control
7650999,22.0,28.0,F,2.0,27809.49,Control
8380574,4.0,22.5,U,2.0,37944.0,Test
4758033,11.0,54.5,F,2.0,54967.48,Test
5195325,5.0,36.0,U,2.0,55709.2,Test
1882201,4.0,21.5,U,2.0,29456.31,Control
9309575,26.0,58.0,F,2.0,41299.71,Control
8341361,11.0,55.0,F,2.0,43172.7,Control
6224458,15.0,46.0,M,2.0,92353.29,Test
6739855,9.0,71.0,F,2.0,62238.34,Test
1292764,4.0,32.5,U,2.0,55816.23,Test
3625903,12.0,28.5,M,2.0,52100.21,Control
2346934,13.0,60.5,M,2.0,126703.67,Test
2515743,7.0,48.5,U,2.0,78944.75,Control
2448910,8.0,34.0,F,2.0,57795.72,Test
6915397,27.0,49.0,F,2.0,439112.07,Control
1849620,12.0,28.5,F,3.0,88165.75,Control
1581127,8.0,26.0,U,4.0,60668.31,Test
547868,5.0,48.5,F,3.0,61476.26,Control
1194386,7.0,39.0,M,2.0,67402.98999999999,Control
8470777,10.0,40.0,M,2.0,42730.41,Control
9117889,4.0,24.0,U,2.0,33812.29,Control
2216021,5.0,22.5,U,2.0,42401.7,Test
823006,12.0,29.0,M,2.0,31607.81,Test
2165367,6.0,34.5,U,2.0,51869.98,Control
9331303,7.0,25.5,U,3.0,90290.07,Control
7000955,12.0,59.5,F,2.0,119809.85,Test
3539952,5.0,65.5,U,2.0,65587.03,Control
5300098,5.0,54.0,U,2.0,63508.88,Control
8059745,6.0,20.0,U,2.0,27944.12,Test
2145511,25.0,30.5,U,2.0,47466.69,Control
1176370,21.0,52.5,F,2.0,78714.85,Control
7419868,21.0,62.0,M,3.0,67734.36,Test
5806682,19.0,50.0,M,3.0,41600.94,Test
5406158,7.0,31.0,U,2.0,36829.66,Control
7078059,7.0,22.5,U,2.0,70927.83,Test
2692181,7.0,59.5,U,2.0,172266.93,Test
625002,13.0,39.5,F,2.0,96928.08,Test
3882744,14.0,57.5,F,2.0,129820.17,Control
5212054,19.0,66.0,M,2.0,300968.23,Control
2420826,15.0,53.0,M,2.0,49790.56,Control
3521842,8.0,32.0,M,2.0,84651.19,Test
5139761,5.0,26.0,M,2.0,50459.5,Test
7780474,6.0,25.0,U,2.0,47010.23,Control
2736294,15.0,39.5,M,2.0,28533.45,Test
7905723,14.0,56.5,M,4.0,2418779.46,Test
6735878,15.0,31.0,F,2.0,31065.05,Test
7787397,6.0,26.5,U,3.0,40899.67,Control
2072025,14.0,60.0,M,2.0,44335.12,Test
4333248,6.0,36.5,U,2.0,58899.41,Test
5163125,9.0,48.0,M,2.0,52391.72,Control
9191139,13.0,39.5,F,2.0,59764.67,Control
9368389,11.0,64.5,F,2.0,98289.45,Test
9622786,4.0,38.0,U,2.0,39839.79,Test
2483642,26.0,52.5,F,3.0,46830.99,Control
9892972,15.0,61.5,F,2.0,198954.66,Test
5171644,16.0,59.0,F,2.0,72400.26999999999,Control
543812,15.0,28.5,F,2.0,23807.95,Control
9674796,18.0,46.0,F,2.0,210601.73,Test
8792548,8.0,26.5,U,2.0,52495.66,Test
5881256,19.0,51.0,M,2.0,338082.61,Test
8791189,20.0,64.0,M,3.0,67745.15,Control
3943762,6.0,20.5,U,2.0,37327.91,Control
6568227,6.0,70.5,M,2.0,92056.06,Control
6661617,15.0,63.5,F,2.0,41077.74,Test
7212046,12.0,39.0,F,2.0,38383.75,Control
2854662,8.0,60.0,M,2.0,107323.42,Test
7848138,6.0,38.0,M,2.0,406656.0,Control
3483027,14.0,58.0,F,2.0,147498.57,Control
2136502,15.0,34.5,M,2.0,27009.23,Test
6944354,16.0,47.5,M,4.0,675163.49,Test
8620221,30.0,71.0,F,2.0,27427.98,Control
9034029,14.0,65.5,M,2.0,275661.38,Test
5428840,26.0,67.0,M,2.0,90814.52,Test
5040870,18.0,59.5,M,2.0,185430.59000000003,Test
378530,5.0,65.5,U,2.0,32705.71,Control
7551101,15.0,34.5,M,2.0,33065.55,Test
5436214,26.0,35.5,F,2.0,26267.81,Test
6934070,5.0,35.5,M,2.0,28426.24,Control
7815864,26.0,71.5,M,2.0,56334.42,Control
2186943,14.0,31.5,F,3.0,90221.74,Test
1637369,24.0,87.5,M,3.0,208954.76,Test
7448539,20.0,44.5,M,2.0,130720.82,Test
6152862,20.0,64.0,M,2.0,124517.97,Control
2010554,19.0,65.0,M,2.0,58469.6,Test
7941483,18.0,42.0,F,4.0,335061.42,Test
6436049,4.0,55.0,F,2.0,103019.44,Control
4016670,14.0,53.5,F,2.0,47911.89,Control
5979823,6.0,24.5,U,2.0,27621.43,Control
1169747,9.0,62.5,F,2.0,125740.39,Test
7242308,5.0,25.0,U,2.0,26566.86,Control
4100887,24.0,36.0,M,3.0,213949.81,Control
4435683,9.0,25.5,M,2.0,51633.49,Control
5972884,5.0,42.0,F,2.0,323834.41,Test
9232913,4.0,63.5,M,2.0,144015.66,Control
421833,5.0,46.0,U,2.0,102980.4,Control
7530138,10.0,67.5,M,2.0,876657.52,Control
908709,6.0,57.5,F,3.0,407248.49,Test
540970,5.0,33.0,U,2.0,81755.04999999999,Control
246812,11.0,47.5,M,2.0,426843.63,Test
3072660,15.0,61.0,M,2.0,39558.36,Test
8953118,8.0,57.5,F,3.0,177587.88,Test
1061161,15.0,77.0,F,2.0,32711.71,Control
1428125,11.0,60.0,M,2.0,46559.45,Control
5350898,5.0,71.0,U,2.0,57587.33,Test
9069548,15.0,61.5,M,2.0,75110.72,Test
1883456,5.0,53.0,M,2.0,152167.08000000002,Test
2986784,6.0,42.0,U,2.0,43806.65,Control
2537933,10.0,77.0,F,2.0,673595.9500000001,Control
1845905,16.0,41.0,M,2.0,126734.52,Control
9925748,13.0,58.5,M,3.0,40342.87,Test
5256284,5.0,27.0,F,2.0,23989.66,Test
8660336,12.0,29.0,F,2.0,27307.09,Test
1568925,7.0,75.0,U,2.0,90491.47,Test
7986451,5.0,42.5,U,2.0,45377.66,Control
1951181,14.0,38.0,M,2.0,60264.97,Test
3350406,4.0,20.5,U,2.0,30919.41,Test
4166251,5.0,59.0,F,2.0,101268.38,Control
9195344,4.0,40.0,U,2.0,27561.14,Control
4185078,6.0,48.0,U,2.0,63464.5,Test
9232682,14.0,68.0,M,2.0,417234.78,Test
1447336,34.0,42.5,F,2.0,33969.619999999995,Control
3656867,5.0,29.5,F,2.0,39838.79,Test
9114126,23.0,62.5,F,3.0,63077.26,Test
3143806,22.0,59.5,M,2.0,64913.06,Control
1536463,19.0,55.5,M,2.0,76719.48,Control
8178476,18.0,37.0,M,3.0,204174.17,Test
6718948,9.0,45.5,F,2.0,37642.7,Test
7294785,16.0,42.5,M,2.0,69436.48999999999,Control
8548007,11.0,35.0,F,2.0,65046.66,Control
9799395,15.0,81.0,F,2.0,507782.25,Control
8469485,16.0,49.5,F,2.0,25132.06,Test
1270799,6.0,35.0,U,2.0,78595.07,Test
9743459,12.0,39.0,F,2.0,328396.55,Control
5664923,16.0,49.5,F,2.0,129570.37,Control
335389,12.0,55.5,M,2.0,380011.9,Control
1827406,34.0,68.5,M,2.0,205043.05,Control
5036513,4.0,51.0,U,2.0,28076.48,Test
3695333,17.0,64.0,M,2.0,561236.36,Control
9089805,14.0,31.5,M,2.0,89795.78,Control
5476357,13.0,26.5,M,4.0,101571.11,Test
2341607,10.0,24.0,M,2.0,49278.85,Test
7430047,4.0,54.5,F,2.0,26795.83,Test
21970,5.0,22.5,U,4.0,170906.62,Control
2831475,6.0,68.0,M,2.0,336004.31,Control
8985041,13.0,73.0,M,2.0,271499.92,Control
7412950,12.0,31.5,M,4.0,1297832.93,Control
3235809,8.0,26.0,U,2.0,57263.25,Test
853358,7.0,64.0,U,2.0,38942.55,Test
1162773,11.0,49.0,F,2.0,40196.19,Test
7047192,10.0,32.5,M,2.0,67971.07,Control
9465504,7.0,28.5,U,2.0,29495.94,Control
4884704,12.0,27.5,M,2.0,28422.05,Test
6173510,5.0,31.0,U,2.0,49586.35,Control
7080294,5.0,56.5,U,2.0,23913.16,Control
1655063,4.0,57.0,U,2.0,31596.24,Test
3231302,4.0,27.5,U,3.0,52375.4,Control
8229929,5.0,30.0,U,2.0,43705.33,Control
6664052,32.0,71.0,M,2.0,79642.36,Control
7893473,29.0,81.0,F,2.0,35045.5,Test
9727959,13.0,69.5,F,2.0,101777.03,Control
5654713,4.0,25.0,U,2.0,39411.75,Test
5705369,5.0,40.5,U,2.0,41650.71,Control
6745422,13.0,52.5,F,2.0,177934.02999999997,Control
3838913,10.0,24.5,F,2.0,38578.3,Control
7193885,9.0,31.5,M,2.0,66259.98999999999,Control
3027050,7.0,29.0,U,3.0,66905.57,Test
1598081,8.0,70.5,U,2.0,36773.72,Control
7368037,4.0,18.0,U,2.0,34722.09,Test
3528600,7.0,45.5,U,2.0,28973.13,Test
1320616,7.0,62.5,U,3.0,179004.08000000002,Control
8578422,12.0,37.5,M,2.0,49806.57,Control
4483507,8.0,60.5,U,2.0,116969.31,Control
8510745,6.0,24.0,U,2.0,32773.509999999995,Test
3577138,10.0,49.0,M,2.0,98590.17,Test
2911416,7.0,50.5,U,2.0,54491.0,Control
9093228,5.0,24.0,M,2.0,114934.07,Control
998717,13.0,27.5,F,2.0,113264.37,Test
462674,9.0,73.5,F,2.0,110001.91,Control
7031318,25.0,68.5,M,3.0,421027.77,Control
8555554,23.0,26.5,M,2.0,50152.01,Test
7596838,22.0,54.5,M,2.0,177534.96999999997,Test
593759,21.0,69.0,F,2.0,31413.64,Control
4962081,19.0,31.5,F,2.0,26133.61,Test
9325262,19.0,39.5,M,3.0,790982.3300000001,Control
6093592,19.0,61.5,U,2.0,28416.07,Test
4546017,19.0,57.5,M,4.0,555043.3500000001,Test
2199492,18.0,72.5,M,2.0,139162.51,Control
3248417,17.0,45.5,F,3.0,179910.75,Test
7179703,16.0,69.5,F,2.0,44378.4,Control
6839302,5.0,23.5,U,2.0,61732.62,Test
6503295,8.0,28.0,F,3.0,37760.96,Control
1815033,9.0,54.5,M,2.0,265863.89,Test
7026350,32.0,55.0,M,2.0,52094.23,Test
3211203,29.0,64.5,M,3.0,2379754.84,Control
6081769,9.0,67.0,M,2.0,35232.28,Test
2300570,5.0,57.0,U,3.0,85183.65,Control
5318104,10.0,66.0,F,2.0,314997.61,Control
9691121,5.0,39.5,U,2.0,34238.48,Test
2926621,10.0,30.5,M,2.0,34296.009999999995,Test
5920523,13.0,58.5,U,4.0,117536.28,Test
9344005,15.0,93.5,M,2.0,523260.28,Control
989875,16.0,54.5,M,3.0,519499.53,Control
6382275,7.0,70.0,U,2.0,633044.4800000001,Test
3268434,7.0,32.0,F,2.0,38794.32,Test
8122694,28.0,50.5,M,4.0,264019.31,Test
9488227,27.0,62.0,F,3.0,205598.98,Test
5965015,8.0,68.5,F,3.0,220920.04,Control
3500099,13.0,30.0,F,2.0,41830.24,Test
3675878,8.0,20.0,U,2.0,25591.41,Control
5209141,4.0,51.5,U,2.0,38967.45,Test
3364353,5.0,22.0,U,2.0,48810.9,Control
4445887,4.0,53.0,U,3.0,32001.11,Control
6645179,12.0,29.5,U,2.0,138492.51,Test
3893607,13.0,60.0,F,2.0,25874.98,Test
7283450,13.0,41.0,M,2.0,141557.81,Control
8187299,4.0,39.5,U,2.0,36643.43,Test
6000966,8.0,54.5,U,2.0,54887.59,Test
2368241,15.0,80.5,F,2.0,144551.53,Test
3823362,14.0,60.0,F,2.0,37398.06,Test
7277090,14.0,41.0,F,2.0,178030.86,Control
4142763,8.0,57.5,F,2.0,435066.87,Test
6171366,5.0,50.0,U,2.0,38296.78,Control
7733914,15.0,37.5,M,2.0,425271.45,Test
4118156,6.0,43.5,U,2.0,23907.81,Test
3103157,11.0,51.5,F,2.0,26876.8,Test
4587564,7.0,62.0,U,2.0,445366.82,Test
5222375,7.0,50.5,U,2.0,486249.49,Test
4003786,6.0,43.5,U,2.0,57534.27,Test
7287656,6.0,57.5,U,2.0,382766.85,Test
9114715,13.0,30.5,F,2.0,51513.02,Test
120089,14.0,43.0,F,2.0,129764.11,Test
4943650,24.0,24.5,F,2.0,28261.56,Test
681768,23.0,45.0,F,4.0,497193.1,Control
9308684,22.0,52.0,M,2.0,215058.83,Control
2041875,21.0,62.5,F,3.0,370454.22,Control
34267,21.0,74.5,M,2.0,38494.91,Control
7397902,17.0,65.5,F,2.0,43184.8,Test
7746671,11.0,61.0,M,2.0,28675.73,Test
3793983,9.0,66.5,M,4.0,551230.01,Test
5810662,12.0,32.0,F,2.0,99947.43,Control
4304366,4.0,25.0,U,3.0,114615.88,Control
3855497,7.0,30.0,U,2.0,72786.69,Control
8830074,5.0,21.0,U,2.0,32026.05,Test
6623816,14.0,39.5,M,2.0,41902.98,Test
2392260,5.0,59.5,U,2.0,39399.24,Test
4601555,12.0,31.0,F,2.0,45700.61,Test
3018474,11.0,77.0,F,2.0,388055.82,Test
117457,6.0,26.5,U,2.0,24717.84,Test
3260159,18.0,44.0,U,2.0,77486.06,Control
4205704,5.0,23.5,U,2.0,48397.9,Test
7193788,13.0,69.0,M,2.0,225799.16,Test
1334820,6.0,59.5,F,2.0,23801.78,Control
8984930,17.0,57.0,M,2.0,28306.95,Test
5062297,10.0,68.0,F,2.0,42424.36,Test
5231727,10.0,62.5,F,2.0,35340.59,Test
9794098,16.0,54.5,M,2.0,36520.25,Test
5837852,16.0,47.0,F,2.0,178977.09000000003,Test
6091101,6.0,66.0,U,2.0,58344.27,Test
8462560,5.0,58.0,M,2.0,81406.97,Test
8985808,12.0,50.0,F,2.0,123193.81,Test
582858,5.0,27.0,U,2.0,46316.23,Control
701817,8.0,44.0,U,3.0,43405.84,Test
3398629,8.0,35.5,U,3.0,136105.02000000002,Control
6905071,15.0,71.5,M,2.0,152026.07,Test
2769726,13.0,43.0,F,2.0,35078.42,Control
7725213,7.0,63.0,U,2.0,277747.16,Control
1232706,7.0,49.0,U,2.0,58593.09,Test
7102262,7.0,39.0,U,2.0,35679.95,Control
5930908,11.0,47.5,F,2.0,39005.44,Control
2409622,10.0,54.0,M,3.0,54913.4,Control
6518801,14.0,40.0,M,2.0,34885.5,Control
9067814,13.0,46.0,F,2.0,30520.56,Test
4104463,6.0,47.0,U,2.0,272985.57,Test
6265566,12.0,31.0,F,2.0,106056.39,Control
365203,9.0,33.5,F,3.0,82797.29000000001,Test
1753466,8.0,30.5,U,2.0,80151.33,Test
8264967,9.0,59.0,F,2.0,59899.28,Control
876316,5.0,44.5,U,2.0,57441.58,Control
9359740,10.0,29.0,F,2.0,29159.13,Test
2765586,8.0,33.5,F,2.0,31440.25,Test
7680044,6.0,32.0,U,2.0,68659.08,Control
2030263,7.0,64.0,U,3.0,235740.86,Test
8441943,9.0,68.5,F,3.0,101207.06,Test
2101232,14.0,34.0,F,2.0,35524.1,Test
2594614,25.0,64.5,M,2.0,1291578.91,Test
4332924,3.0,28.0,U,2.0,39865.71,Test
9616732,16.0,72.5,F,2.0,83674.2,Control
2531827,20.0,47.0,F,2.0,79016.42,Test
9156514,21.0,52.5,M,4.0,426649.13,Control
5100032,17.0,56.0,M,2.0,197826.21,Control
3166313,5.0,36.0,M,2.0,29278.49,Control
7295005,5.0,30.0,F,2.0,50068.5,Control
3323343,6.0,38.0,U,2.0,49105.78999999999,Control
2417189,5.0,33.5,F,2.0,55254.33,Test
2262377,16.0,42.5,F,2.0,124117.55,Test
26286,12.0,71.0,F,2.0,27511.56,Control
7977329,6.0,47.0,U,2.0,31089.95,Control
472614,4.0,29.0,F,2.0,58961.81,Control
6106095,13.0,26.0,M,2.0,27792.2,Control
8810251,5.0,43.5,U,3.0,29029.8,Test
6020027,19.0,47.0,F,2.0,53053.26,Control
1183489,15.0,68.0,M,3.0,171288.96000000002,Control
50325,15.0,61.5,F,2.0,54506.61,Test
6300654,8.0,50.5,F,2.0,37461.63,Test
3086953,11.0,50.0,F,2.0,24046.36,Test
3265866,27.0,59.0,M,2.0,407949.93,Control
9325737,4.0,34.0,F,2.0,44378.33,Control
1726128,5.0,35.5,U,2.0,29869.72,Test
2241215,12.0,46.0,M,3.0,145716.24,Test
626254,7.0,61.0,U,3.0,58118.89,Control
3317840,9.0,50.5,F,3.0,62247.68,Test
2149410,10.0,47.0,F,2.0,79697.26,Test
5552984,13.0,48.5,F,3.0,184773.65,Test
4688141,4.0,60.0,U,2.0,30237.29,Control
1247219,6.0,46.5,U,2.0,56245.01,Test
7582604,9.0,74.0,U,2.0,38590.41,Test
7334944,32.0,57.5,F,2.0,134762.26,Test
7961086,16.0,58.5,F,2.0,87788.0,Test
841843,12.0,44.5,F,2.0,102674.03,Control
2677821,10.0,62.5,M,2.0,583391.9,Control
4143462,10.0,32.5,F,2.0,36342.84,Control
2369284,5.0,23.0,U,2.0,52039.38,Test
382317,4.0,47.0,U,2.0,46084.95,Test
5821086,17.0,63.5,M,2.0,59698.76,Test
4002069,9.0,44.5,M,2.0,64118.64,Control
2593577,16.0,61.0,M,2.0,415207.19,Control
